person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_deviation
60000,RENT,1.0,VENTURE,B,15000,9.88,0.25,N,0,-1.1547328431372534
66000,RENT,2.0,EDUCATION,A,13000,7.88,0.2,N,0,0.5448241517346553
75000,RENT,5.0,PERSONAL,B,4800,9.25,0.06,N,0,-1.7847328431372542
56525,MORTGAGE,4.0,MEDICAL,D,10000,15.95,0.18,N,1,0.5454012713547876
65000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3100,7.29,0.05,N,0,-0.0451758482653446
100000,MORTGAGE,4.0,VENTURE,A,6000,5.99,0.06,N,0,-1.3451758482653444
57000,RENT,6.0,EDUCATION,A,7000,8.0,0.12,N,0,0.6648241517346554
62400,RENT,16.0,HOMEIMPROVEMENT,B,14000,10.37,0.21,N,0,-0.664732843137255
40000,RENT,4.0,MEDICAL,A,14000,6.03,0.35,N,1,-1.3051758482653444
100000,MORTGAGE,0.0,VENTURE,B,17600,10.59,0.18,N,0,-0.44473284313725436
47000,MORTGAGE,11.0,EDUCATION,C,6000,14.27,0.13,N,0,0.7596574845958664
31577,OWN,6.0,HOMEIMPROVEMENT,C,5000,14.72,0.16,N,0,1.2096574845958674
59000,RENT,8.0,VENTURE,D,14000,16.29,0.24,Y,0,0.8854012713547874
40000,RENT,3.0,MEDICAL,B,3600,10.99,0.09,N,0,-0.04473284313725401
75000,MORTGAGE,4.0,PERSONAL,A,12000,6.62,0.16,N,0,-0.7151758482653445
81000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8000,5.99,0.1,N,0,-1.3451758482653444
37000,MORTGAGE,4.0,EDUCATION,C,14125,12.68,0.38,N,0,-0.8303425154041335
37086,RENT,5.0,EDUCATION,B,7500,10.25,0.2,N,0,-0.7847328431372542
140000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,8000,14.91,0.06,Y,0,-0.4945987286452116
71520,RENT,0.0,VENTURE,C,6000,13.11,0.09,Y,0,-0.4003425154041338
46000,RENT,6.0,EDUCATION,C,7000,13.23,0.15,Y,0,-0.2803425154041328
64000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.37,0.16,N,0,-0.664732843137255
33000,MORTGAGE,7.0,PERSONAL,C,9800,15.96,0.3,N,1,2.4496574845958676
150000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,18000,12.99,0.12,Y,0,-0.520342515404133
60000,RENT,2.0,VENTURE,A,7000,8.49,0.12,N,0,1.1548241517346556
46500,RENT,1.0,DEBTCONSOLIDATION,D,8000,15.99,0.17,Y,1,0.5854012713547885
58000,RENT,5.0,DEBTCONSOLIDATION,B,3500,11.99,0.06,N,0,0.955267156862746
65000,MORTGAGE,0.0,EDUCATION,A,15000,6.17,0.23,N,0,-1.1651758482653447
120000,MORTGAGE,7.0,MEDICAL,B,14400,10.25,0.12,N,0,-0.7847328431372542
48000,MORTGAGE,7.0,MEDICAL,A,7000,6.92,0.15,N,0,-0.4151758482653447
47000,RENT,2.0,EDUCATION,B,5000,11.71,0.11,N,0,0.6752671568627466
105000,MORTGAGE,11.0,EDUCATION,C,18000,13.23,0.17,N,0,-0.2803425154041328
60000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,24250,12.53,0.4,N,0,1.4952671568627451
48000,MORTGAGE,4.0,PERSONAL,D,9600,14.96,0.2,N,0,-0.4445987286452109
50000,RENT,6.0,VENTURE,A,4075,5.42,0.08,N,0,-1.9151758482653447
54000,RENT,5.0,VENTURE,C,12000,14.27,0.22,Y,0,0.7596574845958664
90000,MORTGAGE,13.0,EDUCATION,A,10000,8.63,0.11,N,0,1.2948241517346561
60000,MORTGAGE,6.0,MEDICAL,A,9250,5.79,0.15,N,0,-1.5451758482653446
75000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,13200,9.99,0.18,N,0,-1.044732843137254
80000,MORTGAGE,4.0,EDUCATION,A,12000,6.91,0.15,N,0,-0.4251758482653445
57600,RENT,1.0,DEBTCONSOLIDATION,C,2400,12.29,0.04,N,0,-1.220342515404134
53000,RENT,9.0,PERSONAL,E,15000,16.45,0.28,Y,0,-0.48096134786917943
36000,OWN,1.0,VENTURE,B,8000,11.48,0.22,N,0,0.4452671568627462
90000,RENT,3.0,DEBTCONSOLIDATION,B,7000,10.65,0.08,N,0,-0.38473284313725387
130000,MORTGAGE,12.0,VENTURE,A,8000,7.14,0.06,N,0,-0.19517584826534495
37000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,17500,6.62,0.47,N,0,-0.7151758482653445
45000,RENT,2.0,MEDICAL,B,3600,9.91,0.08,N,0,-1.124732843137254
57000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,10000,16.89,0.18,Y,1,1.4854012713547888
47000,RENT,13.0,MEDICAL,B,7000,9.91,0.15,N,0,-1.124732843137254
25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4200,10.99,0.17,N,1,-0.04473284313725401
55000,RENT,1.0,VENTURE,B,8500,11.58,0.15,N,0,0.5452671568627458
36000,MORTGAGE,1.0,PERSONAL,C,2500,12.61,0.07,Y,0,-0.9003425154041338
90000,RENT,10.0,MEDICAL,B,15600,11.49,0.17,N,0,0.455267156862746
85000,MORTGAGE,2.0,EDUCATION,C,14000,13.49,0.16,Y,0,-0.02034251540413301
27000,RENT,2.0,EDUCATION,A,4200,6.99,0.15,N,0,-0.3451758482653444
156000,RENT,10.0,MEDICAL,A,10000,7.68,0.06,N,0,0.3448241517346551
26400,MORTGAGE,1.0,MEDICAL,B,7800,10.99,0.3,N,0,-0.04473284313725401
45000,OWN,0.0,EDUCATION,B,11000,12.53,0.24,N,0,1.4952671568627451
68000,MORTGAGE,7.0,EDUCATION,C,16000,14.27,0.24,N,0,0.7596574845958664
85000,MORTGAGE,7.0,EDUCATION,A,4200,9.32,0.05,N,0,1.9848241517346557
85000,MORTGAGE,11.0,VENTURE,A,3200,6.99,0.04,N,0,-0.3451758482653444
55000,RENT,2.0,EDUCATION,A,1000,7.88,0.02,N,0,0.5448241517346553
34404,RENT,2.0,HOMEIMPROVEMENT,A,7500,7.37,0.22,N,1,0.03482415173465547
60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,7.88,0.08,N,0,0.5448241517346553
55000,RENT,6.0,MEDICAL,C,12000,12.61,0.22,N,0,-0.9003425154041338
78000,MORTGAGE,7.0,PERSONAL,B,25000,10.62,0.32,N,0,-0.414732843137255
105000,MORTGAGE,8.0,EDUCATION,B,10000,9.88,0.1,N,0,-1.1547328431372534
22000,RENT,3.0,VENTURE,B,5000,10.38,0.23,N,0,-0.6547328431372534
50000,RENT,4.0,VENTURE,B,6000,10.0,0.12,N,0,-1.0347328431372542
30000,MORTGAGE,7.0,VENTURE,A,9050,7.29,0.3,N,0,-0.0451758482653446
30000,RENT,4.0,PERSONAL,B,10000,10.74,0.33,N,1,-0.294732843137254
130000,MORTGAGE,8.0,PERSONAL,A,4000,6.76,0.03,N,0,-0.5751758482653448
31000,RENT,1.0,MEDICAL,B,4000,10.74,0.13,N,0,-0.294732843137254
60000,RENT,1.0,HOMEIMPROVEMENT,C,9000,12.84,0.15,Y,0,-0.6703425154041334
40000,RENT,7.0,PERSONAL,B,4000,12.69,0.1,N,0,1.6552671568627453
39900,RENT,0.0,EDUCATION,C,7000,12.99,0.18,Y,0,-0.520342515404133
48800,MORTGAGE,5.0,PERSONAL,B,15000,10.37,0.31,N,0,-0.664732843137255
105000,MORTGAGE,0.0,VENTURE,A,12350,7.74,0.12,N,0,0.4048241517346556
70000,RENT,4.0,MEDICAL,B,12000,12.53,0.17,N,0,1.4952671568627451
50000,RENT,6.0,PERSONAL,B,6000,12.21,0.12,N,0,1.1752671568627466
63000,RENT,3.0,VENTURE,B,12000,10.37,0.19,N,0,-0.664732843137255
39996,RENT,1.0,VENTURE,C,5000,12.53,0.13,N,0,-0.9803425154041339
40000,RENT,0.0,EDUCATION,A,3000,6.92,0.07,N,0,-0.4151758482653447
54000,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.71,0.19,N,1,0.6752671568627466
38004,RENT,2.0,MEDICAL,B,8000,10.75,0.21,N,0,-0.2847328431372542
72000,MORTGAGE,7.0,MEDICAL,C,8000,13.22,0.11,N,0,-0.2903425154041326
100000,MORTGAGE,4.0,EDUCATION,C,10000,14.26,0.1,Y,0,0.7496574845958666
45000,RENT,5.0,EDUCATION,A,6000,7.9,0.13,N,0,0.5648241517346557
46800,MORTGAGE,7.0,PERSONAL,A,2800,7.49,0.06,N,0,0.15482415173465558
50000,OWN,6.0,VENTURE,B,3500,11.49,0.07,N,0,0.455267156862746
24000,RENT,0.0,HOMEIMPROVEMENT,D,7000,14.96,0.29,Y,1,-0.4445987286452109
78000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,18000,13.23,0.23,N,0,-0.2803425154041328
36000,RENT,7.0,PERSONAL,B,8000,10.65,0.22,N,0,-0.38473284313725387
55000,RENT,6.0,MEDICAL,B,8000,11.49,0.15,N,0,0.455267156862746
64000,MORTGAGE,4.0,MEDICAL,A,5000,6.62,0.08,N,0,-0.7151758482653445
75000,MORTGAGE,5.0,VENTURE,A,6000,7.51,0.08,N,0,0.17482415173465515
70000,MORTGAGE,6.0,PERSONAL,C,15000,13.11,0.21,Y,0,-0.4003425154041338
60000,OWN,5.0,VENTURE,B,15000,11.83,0.25,N,0,0.7952671568627458
65000,MORTGAGE,8.0,PERSONAL,B,3000,11.36,0.05,N,0,0.3252671568627452
50000,MORTGAGE,6.0,MEDICAL,B,12000,9.88,0.24,N,0,-1.1547328431372534
56888,MORTGAGE,5.0,MEDICAL,D,7000,16.77,0.11,N,1,1.3654012713547878
60000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,3600,5.42,0.06,N,0,-1.9151758482653447
49000,OWN,8.0,EDUCATION,A,6000,6.62,0.12,N,0,-0.7151758482653445
45000,RENT,3.0,MEDICAL,B,10800,10.74,0.24,N,0,-0.294732843137254
98400,MORTGAGE,6.0,DEBTCONSOLIDATION,C,8000,12.68,0.08,N,0,-0.8303425154041335
105000,MORTGAGE,7.0,PERSONAL,C,20000,12.99,0.19,N,0,-0.520342515404133
140000,RENT,3.0,VENTURE,D,14000,14.46,0.1,N,0,-0.9445987286452109
30000,RENT,0.0,PERSONAL,C,14500,13.16,0.47,Y,1,-0.3503425154041331
30000,RENT,2.0,DEBTCONSOLIDATION,D,5500,15.31,0.18,N,1,-0.09459872864521124
60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7500,5.42,0.13,N,0,-1.9151758482653447
48000,OWN,1.0,HOMEIMPROVEMENT,A,8000,6.99,0.17,N,0,-0.3451758482653444
30000,RENT,2.0,MEDICAL,A,2000,7.49,0.07,N,0,0.15482415173465558
72800,RENT,2.0,HOMEIMPROVEMENT,C,20000,12.84,0.27,N,0,-0.6703425154041334
63000,MORTGAGE,9.0,EDUCATION,C,7000,12.98,0.11,N,0,-0.5303425154041328
80000,MORTGAGE,1.0,VENTURE,B,7800,11.49,0.09,N,0,0.455267156862746
86400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.29,0.06,N,0,-0.0451758482653446
88000,MORTGAGE,21.0,VENTURE,B,10000,10.65,0.11,N,0,-0.38473284313725387
57000,RENT,3.0,DEBTCONSOLIDATION,A,11525,7.49,0.2,N,0,0.15482415173465558
75996,MORTGAGE,6.0,HOMEIMPROVEMENT,C,10000,13.99,0.13,Y,1,0.479657484595867
65000,RENT,1.0,VENTURE,A,4500,8.49,0.07,N,0,1.1548241517346556
41800,RENT,2.0,EDUCATION,A,14000,8.49,0.31,N,1,1.1548241517346556
55000,MORTGAGE,3.0,VENTURE,B,10500,11.48,0.19,N,0,0.4452671568627462
30000,RENT,7.0,EDUCATION,C,6400,13.92,0.21,Y,0,0.4096574845958667
75000,RENT,5.0,HOMEIMPROVEMENT,A,6000,5.99,0.08,N,0,-1.3451758482653444
88800,OWN,10.0,PERSONAL,A,10000,5.99,0.11,N,0,-1.3451758482653444
44000,RENT,2.0,VENTURE,D,10000,14.11,0.23,Y,1,-1.2945987286452123
48000,RENT,0.0,PERSONAL,C,13500,13.11,0.28,Y,0,-0.4003425154041338
28800,RENT,1.0,VENTURE,A,7000,7.49,0.25,N,0,0.15482415173465558
32000,RENT,0.0,MEDICAL,C,6500,13.49,0.2,N,0,-0.02034251540413301
85000,RENT,3.0,EDUCATION,B,3000,11.83,0.04,N,0,0.7952671568627458
120000,MORTGAGE,2.0,VENTURE,D,14400,17.58,0.12,N,0,2.1754012713547866
125000,MORTGAGE,8.0,MEDICAL,A,12500,8.49,0.1,N,0,1.1548241517346556
120000,OWN,15.0,VENTURE,B,12000,8.88,0.1,N,0,-2.1547328431372534
50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.51,0.3,N,0,0.17482415173465515
42000,OWN,3.0,VENTURE,B,7200,10.99,0.17,N,0,-0.04473284313725401
75000,MORTGAGE,2.0,VENTURE,C,6000,15.06,0.08,Y,0,1.5496574845958673
60000,MORTGAGE,2.0,EDUCATION,B,10000,9.63,0.17,N,0,-1.4047328431372534
42000,MORTGAGE,5.0,EDUCATION,B,15000,11.49,0.36,N,0,0.455267156862746
64000,RENT,6.0,MEDICAL,B,10000,11.71,0.16,N,0,0.6752671568627466
70000,MORTGAGE,0.0,VENTURE,A,3000,8.32,0.04,N,0,0.9848241517346557
60000,RENT,1.0,EDUCATION,C,8000,12.53,0.13,N,0,-0.9803425154041339
33600,MORTGAGE,12.0,DEBTCONSOLIDATION,B,3000,10.38,0.09,N,0,-0.6547328431372534
80000,MORTGAGE,6.0,EDUCATION,A,5000,7.4,0.06,N,0,0.06482415173465572
35000,MORTGAGE,13.0,MEDICAL,B,10000,11.49,0.29,N,0,0.455267156862746
125000,MORTGAGE,3.0,VENTURE,C,30000,13.8,0.24,N,0,0.2896574845958675
34000,MORTGAGE,4.0,EDUCATION,C,3000,13.57,0.09,Y,1,0.05965748459586706
40000,MORTGAGE,3.0,EDUCATION,A,5000,7.9,0.13,N,0,0.5648241517346557
80000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,7000,6.03,0.09,N,0,-1.3051758482653444
121200,MORTGAGE,2.0,VENTURE,A,12000,7.88,0.09,N,0,0.5448241517346553
42000,MORTGAGE,4.0,PERSONAL,B,16000,9.99,0.36,N,0,-1.044732843137254
54000,MORTGAGE,2.0,EDUCATION,D,8000,14.96,0.15,Y,0,-0.4445987286452109
54000,MORTGAGE,6.0,EDUCATION,C,4000,12.23,0.07,N,0,-1.2803425154041328
77000,MORTGAGE,8.0,EDUCATION,A,10000,5.79,0.13,N,0,-1.5451758482653446
25000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,8.94,0.24,N,0,1.6048241517346549
70000,MORTGAGE,6.0,VENTURE,A,5000,7.88,0.07,N,0,0.5448241517346553
34400,RENT,3.0,MEDICAL,B,4000,10.99,0.12,N,0,-0.04473284313725401
38556,RENT,8.0,VENTURE,B,13500,10.0,0.35,N,1,-1.0347328431372542
120000,OWN,2.0,VENTURE,B,25000,10.38,0.21,N,0,-0.6547328431372534
62400,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,8.9,0.24,N,0,1.5648241517346557
92500,RENT,2.0,VENTURE,C,9500,13.49,0.11,Y,0,-0.02034251540413301
33000,RENT,0.0,MEDICAL,D,4000,14.96,0.12,Y,1,-0.4445987286452109
64000,RENT,21.0,HOMEIMPROVEMENT,A,6000,6.03,0.09,N,0,-1.3051758482653444
150000,MORTGAGE,4.0,EDUCATION,B,25000,9.99,0.17,N,0,-1.044732843137254
60000,MORTGAGE,7.0,MEDICAL,B,5000,10.36,0.08,N,0,-0.6747328431372548
50000,MORTGAGE,6.0,PERSONAL,A,10000,6.91,0.2,N,0,-0.4251758482653445
34000,RENT,5.0,EDUCATION,B,5500,10.65,0.17,N,1,-0.38473284313725387
90000,RENT,3.0,PERSONAL,B,16000,10.62,0.18,N,0,-0.414732843137255
175000,MORTGAGE,14.0,PERSONAL,A,10000,7.49,0.05,N,0,0.15482415173465558
46000,RENT,4.0,DEBTCONSOLIDATION,B,8000,10.25,0.19,N,0,-0.7847328431372542
45000,MORTGAGE,2.0,PERSONAL,D,6000,14.96,0.13,Y,1,-0.4445987286452109
77000,MORTGAGE,7.0,PERSONAL,A,4200,7.68,0.06,N,0,0.3448241517346551
60000,MORTGAGE,2.0,EDUCATION,A,8000,7.51,0.13,N,0,0.17482415173465515
47000,RENT,0.0,EDUCATION,B,15000,11.11,0.32,N,1,0.07526715686274521
65000,RENT,0.0,VENTURE,C,3500,13.49,0.05,N,0,-0.02034251540413301
75000,OWN,3.0,MEDICAL,B,12000,10.99,0.16,N,0,-0.04473284313725401
48000,RENT,2.0,EDUCATION,B,10000,12.42,0.21,N,0,1.3852671568627457
82000,OWN,10.0,EDUCATION,B,10000,9.99,0.12,N,0,-1.044732843137254
44000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000,13.11,0.09,N,1,-0.4003425154041338
32400,RENT,1.0,HOMEIMPROVEMENT,B,9200,12.69,0.28,N,1,1.6552671568627453
72000,MORTGAGE,10.0,EDUCATION,A,10000,7.51,0.14,N,0,0.17482415173465515
33996,RENT,2.0,MEDICAL,D,5000,14.96,0.14,N,1,-0.4445987286452109
62500,RENT,2.0,EDUCATION,A,12000,6.91,0.19,N,0,-0.4251758482653445
72000,RENT,3.0,MEDICAL,B,18000,10.75,0.25,N,0,-0.2847328431372542
65000,MORTGAGE,3.0,VENTURE,A,10000,7.66,0.15,N,0,0.3248241517346555
51600,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8500,12.29,0.16,N,1,-1.220342515404134
100000,MORTGAGE,15.0,VENTURE,A,15000,8.94,0.15,N,0,1.6048241517346549
30000,RENT,3.0,PERSONAL,B,3000,11.12,0.1,N,0,0.085267156862745
90000,RENT,1.0,HOMEIMPROVEMENT,B,10000,12.69,0.11,N,0,1.6552671568627453
76000,RENT,5.0,HOMEIMPROVEMENT,A,14000,7.9,0.18,N,0,0.5648241517346557
36000,RENT,2.0,VENTURE,B,14000,10.62,0.4,N,1,-0.414732843137255
132000,MORTGAGE,2.0,VENTURE,A,11200,6.99,0.09,N,0,-0.3451758482653444
140000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,10.99,0.09,N,0,-0.04473284313725401
57000,RENT,3.0,DEBTCONSOLIDATION,A,6500,7.14,0.12,N,0,-0.19517584826534495
40000,MORTGAGE,3.0,MEDICAL,A,6400,7.88,0.16,N,0,0.5448241517346553
91644,MORTGAGE,7.0,EDUCATION,B,14500,10.99,0.15,N,0,-0.04473284313725401
28800,RENT,0.0,VENTURE,B,3200,11.11,0.11,N,0,0.07526715686274521
75000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,4000,7.29,0.05,N,0,-0.0451758482653446
85000,MORTGAGE,2.0,VENTURE,C,20000,14.27,0.24,Y,0,0.7596574845958664
65000,RENT,3.0,HOMEIMPROVEMENT,D,12600,15.2,0.2,Y,0,-0.20459872864521245
40000,RENT,3.0,DEBTCONSOLIDATION,A,10000,5.99,0.25,N,0,-1.3451758482653444
100000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10400,7.49,0.11,N,0,0.15482415173465558
92000,RENT,7.0,HOMEIMPROVEMENT,B,10000,10.59,0.11,N,0,-0.44473284313725436
44760,OWN,6.0,MEDICAL,A,6000,5.42,0.13,N,0,-1.9151758482653447
72000,RENT,8.0,VENTURE,C,25000,12.73,0.35,N,1,-0.7803425154041328
37820,MORTGAGE,5.0,MEDICAL,B,6300,10.99,0.17,N,0,-0.04473284313725401
46000,RENT,9.0,MEDICAL,A,7000,7.88,0.15,N,0,0.5448241517346553
84000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,1000,10.36,0.01,N,0,-0.6747328431372548
40000,MORTGAGE,4.0,MEDICAL,B,12000,12.18,0.3,N,0,1.1452671568627455
54000,RENT,18.0,VENTURE,D,10000,16.29,0.19,Y,0,0.8854012713547874
32918,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8000,14.54,0.24,Y,1,-0.8645987286452126
50000,OWN,3.0,PERSONAL,A,5000,7.49,0.1,N,0,0.15482415173465558
85000,RENT,0.0,DEBTCONSOLIDATION,C,18000,13.49,0.21,N,0,-0.02034251540413301
31000,RENT,3.0,HOMEIMPROVEMENT,D,12000,15.7,0.39,Y,1,0.29540127135478755
60000,RENT,11.0,MEDICAL,A,6000,7.51,0.1,N,0,0.17482415173465515
47000,OWN,3.0,MEDICAL,A,14400,7.66,0.3,N,0,0.3248241517346555
35000,RENT,0.0,MEDICAL,B,10000,12.21,0.29,N,0,1.1752671568627466
55000,OWN,6.0,EDUCATION,C,15000,15.27,0.27,N,0,1.7596574845958664
87988,MORTGAGE,3.0,EDUCATION,A,5000,7.88,0.06,N,0,0.5448241517346553
65000,RENT,1.0,EDUCATION,B,10000,9.99,0.15,N,0,-1.044732843137254
69000,RENT,6.0,HOMEIMPROVEMENT,B,4000,9.91,0.06,N,1,-1.124732843137254
80000,OWN,8.0,PERSONAL,B,5000,9.99,0.06,N,0,-1.044732843137254
60000,MORTGAGE,5.0,PERSONAL,A,14000,7.88,0.23,N,0,0.5448241517346553
100000,MORTGAGE,1.0,MEDICAL,B,15000,11.83,0.15,N,0,0.7952671568627458
83000,MORTGAGE,6.0,EDUCATION,C,3000,12.99,0.04,N,0,-0.520342515404133
49200,MORTGAGE,6.0,VENTURE,A,2500,6.17,0.05,N,0,-1.1651758482653447
60000,RENT,5.0,EDUCATION,A,9000,7.88,0.15,N,0,0.5448241517346553
35000,RENT,6.0,VENTURE,B,5000,11.71,0.14,N,0,0.6752671568627466
35000,RENT,1.0,EDUCATION,A,10000,7.88,0.29,N,0,0.5448241517346553
42000,RENT,2.0,PERSONAL,C,8000,14.17,0.19,Y,0,0.6596574845958667
75000,RENT,5.0,HOMEIMPROVEMENT,A,13000,7.88,0.16,N,0,0.5448241517346553
54000,RENT,3.0,HOMEIMPROVEMENT,D,10000,14.96,0.19,N,0,-0.4445987286452109
25000,RENT,4.0,DEBTCONSOLIDATION,A,8800,6.03,0.36,N,1,-1.3051758482653444
60000,RENT,2.0,EDUCATION,C,10000,13.57,0.17,N,0,0.05965748459586706
55000,MORTGAGE,7.0,PERSONAL,A,5000,5.42,0.09,N,0,-1.9151758482653447
78000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5000,13.99,0.06,N,0,0.479657484595867
54000,RENT,7.0,VENTURE,C,10000,13.06,0.19,Y,0,-0.4503425154041327
79000,MORTGAGE,11.0,HOMEIMPROVEMENT,D,20000,14.59,0.25,Y,0,-0.8145987286452119
24000,RENT,1.0,DEBTCONSOLIDATION,A,7000,7.66,0.29,N,0,0.3248241517346555
90000,RENT,3.0,VENTURE,B,16000,11.12,0.18,N,0,0.085267156862745
50000,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.11,0.1,N,0,-0.4003425154041338
108000,MORTGAGE,3.0,VENTURE,B,24250,12.53,0.23,N,0,1.4952671568627451
25000,OWN,0.0,MEDICAL,D,5000,15.65,0.2,N,0,0.24540127135478862
30000,RENT,2.0,MEDICAL,A,3600,7.74,0.12,N,0,0.4048241517346556
52000,OWN,2.0,MEDICAL,C,4800,15.23,0.09,N,0,1.7196574845958672
60000,MORTGAGE,8.0,PERSONAL,A,10000,7.51,0.17,N,0,0.17482415173465515
33996,RENT,3.0,EDUCATION,D,10000,14.84,0.29,Y,1,-0.5645987286452119
108000,RENT,3.0,DEBTCONSOLIDATION,B,5000,10.36,0.05,N,0,-0.6747328431372548
175000,RENT,0.0,VENTURE,A,8000,8.0,0.04,N,0,0.6648241517346554
45000,MORTGAGE,5.0,MEDICAL,C,9600,14.65,0.21,N,0,1.1396574845958671
95000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,7.68,0.05,N,0,0.3448241517346551
32000,MORTGAGE,4.0,EDUCATION,B,12250,10.99,0.38,N,0,-0.04473284313725401
38400,RENT,7.0,EDUCATION,A,8000,7.66,0.21,N,0,0.3248241517346555
100000,RENT,2.0,PERSONAL,A,12000,7.88,0.12,N,0,0.5448241517346553
60000,RENT,5.0,VENTURE,B,15000,10.25,0.25,N,0,-0.7847328431372542
54996,RENT,8.0,EDUCATION,A,6000,5.79,0.11,N,0,-1.5451758482653446
80000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0.07,N,0,0.17482415173465515
45000,MORTGAGE,4.0,VENTURE,A,14000,7.88,0.31,N,0,0.5448241517346553
66000,RENT,3.0,EDUCATION,A,8550,6.62,0.13,N,0,-0.7151758482653445
100000,RENT,0.0,PERSONAL,A,4500,7.74,0.04,N,0,0.4048241517346556
100000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,12000,15.05,0.12,Y,0,-0.354598728645211
96000,RENT,4.0,EDUCATION,B,25000,10.75,0.26,N,0,-0.2847328431372542
100000,RENT,4.0,EDUCATION,B,7200,11.71,0.07,N,0,0.6752671568627466
34560,MORTGAGE,3.0,EDUCATION,B,10000,10.59,0.29,N,0,-0.44473284313725436
70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,5.42,0.09,N,0,-1.9151758482653447
30000,RENT,2.0,EDUCATION,C,5000,14.22,0.17,N,0,0.7096574845958674
27996,RENT,3.0,EDUCATION,B,5000,9.25,0.18,N,0,-1.7847328431372542
40000,RENT,2.0,EDUCATION,A,12000,7.9,0.3,N,0,0.5648241517346557
38000,RENT,6.0,DEBTCONSOLIDATION,C,12500,13.47,0.32,N,1,-0.040342515404132584
90000,MORTGAGE,6.0,PERSONAL,B,10000,11.99,0.11,N,0,0.955267156862746
106000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0.23,N,0,-0.04473284313725401
28800,RENT,1.0,DEBTCONSOLIDATION,B,8500,11.83,0.3,N,0,0.7952671568627458
165000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.99,0.06,N,0,-0.04473284313725401
65000,MORTGAGE,1.0,VENTURE,A,10000,9.63,0.15,N,0,2.294824151734656
50000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.71,0.2,N,0,0.6752671568627466
120000,MORTGAGE,4.0,PERSONAL,A,8000,7.29,0.07,N,0,-0.0451758482653446
38000,RENT,0.0,VENTURE,B,13200,11.48,0.35,N,1,0.4452671568627462
42000,RENT,2.0,VENTURE,A,7200,7.49,0.17,N,0,0.15482415173465558
48000,MORTGAGE,8.0,MEDICAL,C,6000,13.49,0.13,N,0,-0.02034251540413301
36996,MORTGAGE,0.0,EDUCATION,B,9600,11.89,0.27,N,0,0.8552671568627463
34860,MORTGAGE,4.0,PERSONAL,C,2000,13.49,0.06,Y,0,-0.02034251540413301
40000,RENT,5.0,VENTURE,B,5500,10.99,0.14,N,0,-0.04473284313725401
83004,MORTGAGE,2.0,MEDICAL,B,24250,11.86,0.27,N,0,0.8252671568627452
72000,MORTGAGE,8.0,PERSONAL,D,7500,6.0,0.1,N,0,-9.404598728645212
50000,RENT,9.0,VENTURE,B,6000,10.0,0.12,N,0,-1.0347328431372542
51996,RENT,1.0,PERSONAL,C,2000,13.16,0.04,Y,0,-0.3503425154041331
35000,RENT,0.0,MEDICAL,C,6000,14.65,0.17,Y,0,1.1396574845958671
45000,RENT,1.0,EDUCATION,A,7000,6.99,0.16,N,0,-0.3451758482653444
50000,RENT,2.0,PERSONAL,C,8000,14.65,0.16,N,0,1.1396574845958671
50000,RENT,0.0,HOMEIMPROVEMENT,B,3000,11.48,0.06,N,1,0.4452671568627462
30000,MORTGAGE,2.0,PERSONAL,B,7200,9.76,0.24,N,0,-1.2747328431372544
