person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status
80000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.59,0.13,N,0
64000,MORTGAGE,11.0,PERSONAL,A,2500,6.62,0.04,N,0
53000,MORTGAGE,6.0,PERSONAL,B,2000,10.75,0.04,N,0
35496,RENT,3.0,DEBTCONSOLIDATION,B,5000,12.53,0.14,N,0
52000,RENT,8.0,DEBTCONSOLIDATION,D,5000,15.7,0.1,Y,1
64000,RENT,3.0,DEBTCONSOLIDATION,B,6000,11.89,0.09,N,1
82000,MORTGAGE,4.0,VENTURE,C,1000,13.49,0.01,Y,0
54000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,7000,8.94,0.13,N,0
77300,RENT,2.0,EDUCATION,B,1807,10.37,0.24,N,0
108000,MORTGAGE,7.0,EDUCATION,B,12000,10.37,0.11,N,0
28500,MORTGAGE,6.0,PERSONAL,A,4200,7.74,0.14,N,0
60000,RENT,2.0,PERSONAL,B,25000,10.99,0.42,N,1
35000,RENT,4.0,VENTURE,B,3000,11.83,0.09,N,0
90000,MORTGAGE,2.0,MEDICAL,A,15000,8.94,0.17,N,0
48000,RENT,15.0,DEBTCONSOLIDATION,B,8000,9.25,0.17,N,0
36100,RENT,3.0,DEBTCONSOLIDATION,C,5000,14.79,0.14,N,0
30000,RENT,0.0,MEDICAL,D,5000,15.99,0.17,Y,1
24000,RENT,0.0,EDUCATION,B,10000,11.14,0.42,N,1
29496,RENT,7.0,VENTURE,B,2000,11.58,0.07,N,0
120000,RENT,5.0,HOMEIMPROVEMENT,B,5000,10.99,0.04,N,0
85000,MORTGAGE,5.0,MEDICAL,A,12000,5.99,0.14,N,0
70000,MORTGAGE,11.0,EDUCATION,A,4000,7.49,0.06,N,0
85000,RENT,0.0,PERSONAL,B,14000,11.11,0.16,N,0
85000,RENT,0.0,MEDICAL,B,5000,11.14,0.06,N,0
46700,MORTGAGE,1.0,PERSONAL,B,8000,11.99,0.17,N,0
62000,RENT,0.0,MEDICAL,C,10000,13.85,0.16,Y,0
94976,MORTGAGE,9.0,MEDICAL,A,4500,5.42,0.05,N,0
36000,MORTGAGE,4.0,EDUCATION,B,10000,10.99,0.28,N,0
73000,MORTGAGE,9.0,VENTURE,D,18000,15.31,0.25,Y,0
131000,MORTGAGE,1.0,EDUCATION,B,16000,9.63,0.13,N,0
24000,RENT,1.0,PERSONAL,B,5000,10.65,0.21,N,0
30000,RENT,2.0,EDUCATION,C,6000,14.27,0.2,N,0
25000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5500,9.2,0.22,N,0
73000,RENT,1.0,EDUCATION,D,10000,16.0,0.14,Y,1
25320,RENT,2.0,DEBTCONSOLIDATION,D,10000,14.84,0.39,N,1
43000,MORTGAGE,2.0,PERSONAL,A,7000,7.49,0.16,N,0
45000,RENT,0.0,VENTURE,B,4000,9.99,0.09,N,0
72194,MORTGAGE,4.0,DEBTCONSOLIDATION,B,16000,11.26,0.23,N,0
40000,RENT,12.0,VENTURE,A,16000,7.88,0.4,N,1
49000,RENT,5.0,HOMEIMPROVEMENT,D,3000,16.49,0.06,N,1
70000,RENT,3.0,VENTURE,A,15000,6.99,0.21,N,0
50000,MORTGAGE,3.0,VENTURE,A,4000,7.49,0.08,N,0
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,11.49,0.16,N,0
36000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,5300,15.28,0.16,Y,1
80500,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7000,5.99,0.09,N,0
65000,RENT,4.0,DEBTCONSOLIDATION,C,10000,14.27,0.15,N,0
48000,OWN,6.0,EDUCATION,D,5000,14.96,0.1,Y,0
42000,RENT,0.0,MEDICAL,A,8000,7.29,0.19,N,0
28800,RENT,2.0,MEDICAL,C,1200,12.99,0.04,N,0
120000,RENT,9.0,PERSONAL,B,6000,9.25,0.05,N,0
109800,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,10.99,0.09,N,0
66960,MORTGAGE,0.0,VENTURE,D,10000,15.95,0.15,N,0
25380,MORTGAGE,5.0,VENTURE,D,5000,15.37,0.2,N,0
153000,MORTGAGE,8.0,VENTURE,D,28000,15.62,0.18,Y,1
77000,MORTGAGE,9.0,EDUCATION,A,7000,8.0,0.09,N,0
60000,RENT,0.0,PERSONAL,C,7000,12.99,0.12,N,0
30000,OWN,2.0,EDUCATION,B,15000,9.88,0.5,N,0
15600,MORTGAGE,2.0,PERSONAL,B,1200,12.42,0.08,N,0
36000,RENT,0.0,MEDICAL,A,10000,8.59,0.28,N,0
114000,RENT,7.0,EDUCATION,C,19000,14.35,0.17,Y,0
115000,RENT,6.0,EDUCATION,B,10000,10.37,0.09,N,0
50000,RENT,9.0,DEBTCONSOLIDATION,D,5000,18.25,0.1,Y,0
100000,MORTGAGE,3.0,PERSONAL,A,6000,7.14,0.06,N,0
120000,RENT,4.0,PERSONAL,B,12000,10.74,0.1,N,0
34404,RENT,2.0,PERSONAL,D,4000,15.05,0.12,N,1
51600,RENT,2.0,VENTURE,D,3000,16.29,0.06,N,1
50000,MORTGAGE,5.0,PERSONAL,A,6000,7.51,0.12,N,0
50000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,15000,8.9,0.3,N,0
95500,MORTGAGE,0.0,PERSONAL,B,20000,11.11,0.21,N,0
90000,RENT,4.0,PERSONAL,C,10000,14.22,0.11,Y,0
100000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,15000,14.74,0.15,N,0
26400,RENT,0.0,PERSONAL,A,3500,6.17,0.13,N,0
60000,RENT,0.0,EDUCATION,A,15000,7.88,0.25,N,0
42000,MORTGAGE,10.0,EDUCATION,A,8000,6.99,0.19,N,0
91800,MORTGAGE,20.0,MEDICAL,C,13000,13.79,0.12,Y,1
45000,RENT,2.0,HOMEIMPROVEMENT,A,8000,8.07,0.18,N,0
100000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,15000,13.61,0.15,N,0
135000,MORTGAGE,3.0,EDUCATION,B,20000,11.36,0.15,N,0
45000,RENT,2.0,EDUCATION,D,10000,14.91,0.22,Y,1
60000,RENT,9.0,MEDICAL,B,12000,9.91,0.2,N,0
38000,RENT,2.0,PERSONAL,A,10000,7.88,0.26,N,0
60000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,10.74,0.2,N,0
32997,RENT,4.0,MEDICAL,A,10000,5.79,0.3,N,0
110000,MORTGAGE,4.0,PERSONAL,A,10500,8.07,0.1,N,0
41004,MORTGAGE,8.0,VENTURE,A,6000,7.68,0.15,N,0
68004,RENT,3.0,MEDICAL,B,4500,11.86,0.06,N,0
85000,MORTGAGE,0.0,VENTURE,D,10400,15.05,0.12,N,0
65000,RENT,5.0,DEBTCONSOLIDATION,A,7000,7.49,0.11,N,0
39912,OWN,8.0,VENTURE,B,10000,10.65,0.25,N,0
36000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3500,5.42,0.1,N,0
111147,MORTGAGE,13.0,PERSONAL,D,15000,16.89,0.13,Y,0
35004,RENT,3.0,PERSONAL,C,4000,13.61,0.11,Y,0
28800,RENT,2.0,MEDICAL,C,12250,13.16,0.4,Y,1
30000,OWN,4.0,VENTURE,C,3350,12.99,0.11,Y,0
58650,RENT,4.0,MEDICAL,A,20000,8.49,0.35,N,1
85000,MORTGAGE,0.0,PERSONAL,A,6000,5.99,0.07,N,0
95000,RENT,7.0,PERSONAL,B,12000,11.71,0.13,N,0
60000,RENT,1.0,PERSONAL,C,14400,12.73,0.24,Y,0
70000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3500,7.9,0.05,N,0
48000,MORTGAGE,5.0,VENTURE,B,14000,10.25,0.29,N,0
71480,RENT,6.0,MEDICAL,D,20000,15.31,0.25,Y,1
54000,RENT,0.0,PERSONAL,D,12000,15.65,0.22,N,1
90000,MORTGAGE,11.0,PERSONAL,A,15000,8.49,0.17,N,0
42000,RENT,4.0,DEBTCONSOLIDATION,B,12000,10.37,0.29,N,0
75000,RENT,6.0,PERSONAL,B,15000,11.71,0.2,N,0
90000,MORTGAGE,9.0,EDUCATION,B,12000,11.49,0.13,N,0
75996,RENT,12.0,HOMEIMPROVEMENT,B,3600,11.49,0.05,N,0
120000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,12000,13.49,0.1,N,0
45000,RENT,9.0,VENTURE,A,12000,6.91,0.27,N,0
30000,RENT,7.0,EDUCATION,C,6000,14.65,0.2,N,0
27000,RENT,4.0,PERSONAL,A,6000,7.9,0.22,N,0
31000,RENT,0.0,DEBTCONSOLIDATION,D,3000,15.62,0.1,Y,1
30000,RENT,4.0,DEBTCONSOLIDATION,B,10000,11.14,0.33,N,1
77000,MORTGAGE,3.0,EDUCATION,A,14500,7.51,0.19,N,0
30000,RENT,0.0,HOMEIMPROVEMENT,B,5000,11.46,0.17,N,0
62000,RENT,7.0,PERSONAL,C,5600,12.23,0.09,Y,0
110000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,12.42,0.23,N,0
45000,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0.16,N,0
34000,RENT,4.0,MEDICAL,B,12350,11.11,0.36,N,1
65000,MORTGAGE,4.0,EDUCATION,A,10000,6.03,0.15,N,0
100000,MORTGAGE,7.0,MEDICAL,D,6000,16.77,0.06,N,1
37000,OWN,1.0,VENTURE,A,9000,7.14,0.24,N,0
92000,MORTGAGE,7.0,PERSONAL,A,12000,6.03,0.13,N,0
90000,MORTGAGE,7.0,VENTURE,D,20000,14.96,0.21,Y,0
29736,RENT,4.0,EDUCATION,B,8000,10.99,0.26,N,0
60000,MORTGAGE,6.0,PERSONAL,A,4200,7.51,0.07,N,0
32000,RENT,0.0,MEDICAL,C,3000,12.53,0.09,N,0
38400,OWN,2.0,MEDICAL,B,12000,11.11,0.32,N,0
75000,MORTGAGE,6.0,EDUCATION,A,7000,9.63,0.09,N,0
120000,MORTGAGE,13.0,PERSONAL,A,6000,7.88,0.05,N,0
44000,RENT,0.0,MEDICAL,C,7000,12.87,0.16,N,1
150000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,6.54,0.07,N,0
45000,MORTGAGE,12.0,MEDICAL,C,13225,15.96,0.3,Y,0
52000,MORTGAGE,7.0,EDUCATION,B,17000,11.99,0.33,N,0
60000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5000,5.42,0.08,N,0
70000,RENT,1.0,DEBTCONSOLIDATION,B,13000,10.62,0.19,N,0
50000,RENT,4.0,PERSONAL,C,6000,13.57,0.12,N,0
50000,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.75,0.2,N,0
89772,RENT,8.0,DEBTCONSOLIDATION,B,6000,11.49,0.07,N,0
52000,MORTGAGE,2.0,EDUCATION,A,10000,7.51,0.19,N,0
70000,MORTGAGE,5.0,VENTURE,A,6000,5.99,0.09,N,0
60000,MORTGAGE,4.0,EDUCATION,A,12000,7.66,0.2,N,0
32000,RENT,3.0,VENTURE,C,5000,14.27,0.16,Y,0
45000,RENT,1.0,VENTURE,A,10000,7.51,0.22,N,0
30000,OWN,3.0,HOMEIMPROVEMENT,B,6600,9.99,0.22,N,0
55476,MORTGAGE,4.0,EDUCATION,D,10000,15.33,0.18,Y,0
60000,RENT,8.0,VENTURE,C,8000,13.23,0.13,Y,0
64000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8000,11.14,0.13,N,1
37000,OWN,4.0,MEDICAL,A,10000,7.51,0.27,N,0
54000,RENT,3.0,VENTURE,A,13200,7.9,0.24,N,0
40000,RENT,4.0,MEDICAL,A,12000,6.99,0.31,N,1
40000,RENT,2.0,PERSONAL,B,3000,11.71,0.07,N,0
60000,MORTGAGE,6.0,VENTURE,B,2500,10.99,0.04,N,0
130000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,13.49,0.12,N,0
38400,RENT,0.0,DEBTCONSOLIDATION,B,3000,12.69,0.08,N,0
60000,RENT,2.0,VENTURE,A,3600,5.99,0.06,N,0
57188,MORTGAGE,7.0,MEDICAL,C,17450,13.23,0.32,N,0
85000,RENT,4.0,PERSONAL,A,12000,7.29,0.14,N,0
31000,RENT,7.0,PERSONAL,D,7000,16.77,0.23,Y,1
75000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,4000,6.03,0.05,N,0
40000,RENT,4.0,DEBTCONSOLIDATION,B,5600,10.0,0.14,N,0
20000,RENT,2.0,DEBTCONSOLIDATION,B,4000,11.46,0.2,N,0
55000,RENT,6.0,PERSONAL,A,12000,7.29,0.22,N,0
66000,MORTGAGE,3.0,VENTURE,C,15000,13.22,0.23,N,0
153000,MORTGAGE,5.0,MEDICAL,B,16800,11.99,0.11,N,0
80000,RENT,3.0,EDUCATION,B,8000,10.99,0.1,N,0
130000,MORTGAGE,9.0,VENTURE,B,15000,11.11,0.12,N,0
70000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,12000,11.26,0.17,N,0
35000,RENT,8.0,PERSONAL,C,10000,13.06,0.29,N,0
60000,MORTGAGE,13.0,MEDICAL,A,6000,6.62,0.1,N,0
132652,MORTGAGE,8.0,MEDICAL,A,28000,8.49,0.21,N,0
53004,MORTGAGE,3.0,VENTURE,A,10000,9.32,0.19,N,0
23760,RENT,4.0,MEDICAL,A,5400,7.9,0.24,N,0
78000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,25000,16.77,0.32,N,0
42000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.96,0.12,N,1
70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,12.42,0.17,N,0
28000,RENT,5.0,MEDICAL,A,5000,6.99,0.18,N,0
25000,RENT,0.0,VENTURE,C,8500,12.53,0.34,N,1
66500,RENT,0.0,EDUCATION,A,4000,6.92,0.06,N,0
43400,MORTGAGE,2.0,EDUCATION,B,12000,11.83,0.25,N,0
150000,MORTGAGE,1.0,MEDICAL,B,7000,11.71,0.05,N,0
30000,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.37,0.1,N,0
68000,MORTGAGE,1.0,EDUCATION,A,10000,8.0,0.15,N,0
57000,RENT,11.0,EDUCATION,A,20000,7.49,0.37,N,1
80000,OWN,9.0,MEDICAL,C,6000,13.8,0.07,Y,0
75000,MORTGAGE,4.0,EDUCATION,A,3000,7.49,0.04,N,0
55000,RENT,4.0,VENTURE,A,3600,6.99,0.07,N,0
60000,RENT,9.0,DEBTCONSOLIDATION,C,15000,13.49,0.25,N,0
40000,MORTGAGE,16.0,VENTURE,A,6000,6.62,0.15,N,0
60000,RENT,2.0,MEDICAL,A,12000,8.94,0.2,N,0
84000,RENT,0.0,EDUCATION,A,7500,8.0,0.09,N,0
40000,OWN,0.0,EDUCATION,D,20000,16.29,0.5,N,0
70000,RENT,0.0,EDUCATION,A,6000,7.49,0.09,N,0
36000,RENT,1.0,MEDICAL,C,6000,13.99,0.17,Y,0
86004,RENT,6.0,EDUCATION,C,15000,12.73,0.17,Y,0
42000,RENT,0.0,VENTURE,B,3200,11.14,0.08,N,0
60000,RENT,3.0,EDUCATION,D,10000,16.77,0.17,N,0
115275,RENT,7.0,HOMEIMPROVEMENT,C,7500,11.28,0.07,N,0
50000,RENT,0.0,DEBTCONSOLIDATION,D,8600,17.27,0.17,Y,1
53000,MORTGAGE,6.0,PERSONAL,A,6000,6.62,0.11,N,0
63000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,11000,13.57,0.17,Y,0
85000,MORTGAGE,6.0,EDUCATION,B,20000,9.63,0.23,N,0
90000,OWN,8.0,VENTURE,B,27250,10.62,0.32,N,0
75000,OWN,0.0,EDUCATION,A,10000,6.54,0.13,N,0
40000,RENT,0.0,VENTURE,C,2400,13.49,0.06,Y,0
125000,MORTGAGE,1.0,MEDICAL,C,30000,15.27,0.24,N,0
40000,OWN,2.0,VENTURE,A,7000,7.88,0.17,N,0
40000,OWN,0.0,PERSONAL,A,6400,7.29,0.16,N,0
110000,RENT,5.0,VENTURE,E,20000,16.32,0.18,Y,0
80000,OWN,8.0,MEDICAL,A,16000,7.9,0.2,N,0
40000,MORTGAGE,0.0,EDUCATION,A,6000,8.0,0.15,N,0
36000,MORTGAGE,4.0,VENTURE,B,12000,10.99,0.33,N,0
41000,RENT,6.0,EDUCATION,D,5000,12.92,0.12,N,0
115000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,8000,13.85,0.07,Y,0
62000,RENT,3.0,PERSONAL,D,7400,15.65,0.12,Y,1
30000,RENT,1.0,MEDICAL,E,5000,16.45,0.17,N,1
60000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,6000,13.22,0.1,N,0
12000,RENT,4.0,VENTURE,A,4700,7.51,0.04,N,1
60000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.9,0.12,N,0
40000,RENT,3.0,EDUCATION,A,5000,6.91,0.13,N,0
48000,RENT,6.0,DEBTCONSOLIDATION,A,4800,6.17,0.1,N,0
75000,MORTGAGE,21.0,VENTURE,A,12000,6.62,0.16,N,0
44000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,7200,11.71,0.16,N,0
36000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.37,0.33,N,1
55000,RENT,1.0,EDUCATION,B,25000,10.75,0.46,N,1
75000,MORTGAGE,6.0,VENTURE,B,12000,12.69,0.16,N,0
90000,MORTGAGE,14.0,VENTURE,B,20000,11.83,0.22,N,0
38000,RENT,4.0,PERSONAL,B,5000,11.12,0.13,N,0
18000,RENT,2.0,VENTURE,E,2400,18.64,0.13,Y,1
100000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,5.79,0.07,N,0
50000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,8000,15.62,0.16,Y,0
45000,MORTGAGE,2.0,EDUCATION,A,7000,7.88,0.16,N,0
39996,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.14,0.3,N,0
70000,RENT,0.0,EDUCATION,A,18000,7.9,0.26,N,0
88000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,25000,15.58,0.28,N,1
80000,MORTGAGE,8.0,EDUCATION,B,6000,11.71,0.07,N,0
41235,OWN,5.0,VENTURE,B,3000,11.12,0.07,N,0
40000,RENT,4.0,EDUCATION,C,6000,13.79,0.15,Y,0
69000,RENT,11.0,EDUCATION,D,13000,14.42,0.18,N,0
50000,RENT,4.0,EDUCATION,B,12500,10.0,0.25,N,0
62050,RENT,7.0,MEDICAL,D,6000,15.21,0.08,Y,1
50000,RENT,8.0,MEDICAL,A,5000,7.88,0.1,N,0
32000,RENT,2.0,VENTURE,C,6800,13.22,0.22,Y,0
45000,RENT,7.0,VENTURE,B,14000,11.36,0.31,N,1
36000,RENT,3.0,EDUCATION,B,7000,11.49,0.19,N,0
52000,RENT,1.0,VENTURE,A,11000,8.94,0.21,N,0
45000,MORTGAGE,4.0,MEDICAL,A,7000,5.99,0.16,N,0
36996,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,7.51,0.14,N,0
54000,MORTGAGE,6.0,EDUCATION,A,6800,6.03,0.13,N,0
47480,RENT,8.0,EDUCATION,B,15000,10.95,0.31,N,1
28800,RENT,1.0,PERSONAL,B,4000,9.99,0.14,N,0
91224,MORTGAGE,10.0,PERSONAL,B,15000,11.71,0.16,N,0
160000,MORTGAGE,1.0,VENTURE,A,23000,6.91,0.14,N,0
74970,RENT,3.0,VENTURE,A,4000,6.99,0.05,N,0
45000,RENT,0.0,EDUCATION,C,2000,13.92,0.04,Y,0
60000,RENT,8.0,VENTURE,C,15000,13.22,0.25,N,0
80000,MORTGAGE,5.0,PERSONAL,A,12000,7.49,0.15,N,0
60000,MORTGAGE,4.0,MEDICAL,A,5000,7.14,0.08,N,0
39000,RENT,1.0,EDUCATION,B,8000,10.83,0.2,N,1
46200,RENT,2.0,MEDICAL,C,5000,13.79,0.11,N,0
40000,RENT,9.0,VENTURE,D,7000,14.59,0.17,Y,0
33600,OWN,6.0,VENTURE,A,6000,8.49,0.18,N,0
122000,MORTGAGE,2.0,MEDICAL,C,10000,13.49,0.08,Y,0
60000,MORTGAGE,2.0,VENTURE,D,11000,14.59,0.19,N,0
37920,MORTGAGE,5.0,DEBTCONSOLIDATION,C,6000,12.42,0.16,N,0
59500,MORTGAGE,11.0,PERSONAL,B,11000,11.36,0.19,N,0
55000,MORTGAGE,0.0,PERSONAL,B,9600,11.14,0.17,N,0
75000,MORTGAGE,6.0,MEDICAL,A,10000,6.62,0.13,N,0
52000,RENT,7.0,MEDICAL,A,5000,7.9,0.1,N,0
60000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6000,7.9,0.1,N,0
40000,RENT,2.0,EDUCATION,B,3000,10.37,0.07,N,0
150000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000,10.51,0.07,N,0
44004,RENT,0.0,PERSONAL,C,4000,13.11,0.09,N,0
44000,MORTGAGE,6.0,PERSONAL,B,5000,12.53,0.11,N,0
90000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4000,12.18,0.04,N,0
90000,OWN,0.0,MEDICAL,B,23000,11.83,0.27,N,0
30000,RENT,2.0,MEDICAL,A,3500,6.99,0.12,N,0
36000,OWN,5.0,VENTURE,C,5000,14.27,0.14,Y,0
65000,MORTGAGE,7.0,PERSONAL,C,1200,14.72,0.02,N,0
37000,RENT,1.0,EDUCATION,B,10000,10.99,0.27,N,0
95000,MORTGAGE,4.0,PERSONAL,A,4200,8.49,0.05,N,0
40000,RENT,4.0,MEDICAL,A,10000,9.63,0.25,N,0
56000,RENT,6.0,MEDICAL,A,5600,8.32,0.1,N,0
60000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.14,0.17,N,0
51996,MORTGAGE,3.0,DEBTCONSOLIDATION,B,1500,10.37,0.03,N,0
33000,RENT,1.0,MEDICAL,A,6000,7.88,0.18,N,0
24000,RENT,4.0,MEDICAL,A,6000,7.14,0.25,N,0
38400,RENT,7.0,EDUCATION,A,3000,6.39,0.08,N,0
54504,RENT,2.0,MEDICAL,B,20000,11.83,0.37,N,1
110000,MORTGAGE,0.0,VENTURE,B,13000,11.49,0.12,N,0
42000,RENT,6.0,MEDICAL,A,10500,8.49,0.25,N,0
59000,RENT,0.0,VENTURE,D,3600,15.62,0.06,Y,1
60000,RENT,5.0,MEDICAL,A,12000,6.91,0.2,N,0
59000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,12000,13.11,0.2,N,1
40000,RENT,4.0,MEDICAL,A,14000,6.03,0.35,N,1
60000,RENT,5.0,PERSONAL,B,5000,12.42,0.08,N,0
44000,RENT,12.0,MEDICAL,A,9500,8.94,0.21,N,1
50000,RENT,6.0,MEDICAL,B,3000,9.88,0.06,N,0
88000,OWN,6.0,MEDICAL,C,18400,13.16,0.21,Y,0
75000,MORTGAGE,6.0,VENTURE,A,10000,7.49,0.13,N,0
175000,MORTGAGE,9.0,PERSONAL,A,25000,6.54,0.09,N,0
38004,RENT,1.0,VENTURE,B,10000,11.11,0.26,N,0
60000,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.65,0.17,N,0
63500,RENT,6.0,PERSONAL,D,3500,16.02,0.05,N,0
30000,RENT,0.0,PERSONAL,C,6600,13.57,0.22,Y,0
68000,RENT,6.0,DEBTCONSOLIDATION,A,14000,6.99,0.21,N,0
72096,MORTGAGE,10.0,VENTURE,A,4800,7.14,0.07,N,0
36000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,3600,13.11,0.1,N,1
37000,RENT,5.0,DEBTCONSOLIDATION,B,4800,10.99,0.13,N,0
60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.29,0.17,N,0
96000,MORTGAGE,1.0,VENTURE,A,12000,6.62,0.13,N,0
79000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,4800,11.86,0.06,N,0
45000,MORTGAGE,6.0,EDUCATION,A,5000,6.03,0.11,N,0
54000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.99,0.22,N,0
25000,RENT,0.0,PERSONAL,A,8500,6.91,0.34,N,1
130000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,7000,13.49,0.05,N,0
80000,MORTGAGE,12.0,PERSONAL,A,20000,7.9,0.25,N,0
110000,MORTGAGE,6.0,MEDICAL,B,5000,10.65,0.04,N,0
30000,RENT,2.0,MEDICAL,A,8000,7.9,0.27,N,0
44000,RENT,0.0,HOMEIMPROVEMENT,E,6000,16.82,0.14,N,1
93000,MORTGAGE,7.0,VENTURE,C,25000,13.11,0.27,Y,0
72000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25000,11.48,0.35,N,0
110000,MORTGAGE,3.0,EDUCATION,B,15000,12.69,0.14,N,0
79000,MORTGAGE,7.0,PERSONAL,A,6000,7.14,0.08,N,0
106000,MORTGAGE,5.0,PERSONAL,A,10000,7.49,0.09,N,0
48000,MORTGAGE,6.0,VENTURE,C,4800,12.68,0.1,Y,0
150000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.14,0.08,N,0
80000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,16.89,0.31,N,0
97781,MORTGAGE,7.0,MEDICAL,A,17000,7.51,0.17,N,0
25200,RENT,4.0,EDUCATION,C,3000,13.72,0.12,N,0
103000,OWN,2.0,MEDICAL,B,18000,10.75,0.17,N,0
80000,MORTGAGE,3.0,VENTURE,A,12000,7.88,0.15,N,0
26880,RENT,7.0,VENTURE,C,3000,13.11,0.11,Y,0
56000,RENT,4.0,MEDICAL,B,9000,11.86,0.16,N,0
36000,RENT,0.0,EDUCATION,A,4500,7.51,0.13,N,0
110000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,8.9,0.11,N,0
100000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,18000,10.65,0.18,N,0
53595,MORTGAGE,3.0,PERSONAL,A,6000,7.88,0.11,N,0
36000,OWN,3.0,VENTURE,B,3000,10.62,0.08,N,0
70000,RENT,3.0,VENTURE,B,8000,10.38,0.11,N,0
23148,OWN,0.0,VENTURE,B,8000,11.86,0.35,N,0
75000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,3000,5.42,0.04,N,0
65000,MORTGAGE,5.0,VENTURE,A,17600,6.03,0.28,N,0
100000,OWN,8.0,PERSONAL,B,12000,9.91,0.12,N,0
24000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000,5.79,0.13,N,0
50000,RENT,2.0,MEDICAL,C,9000,13.85,0.18,Y,0
36000,RENT,2.0,HOMEIMPROVEMENT,A,6100,7.74,0.17,N,0
60000,RENT,7.0,PERSONAL,B,12150,10.37,0.2,N,0
115000,RENT,4.0,MEDICAL,C,10000,13.35,0.09,Y,0
110000,MORTGAGE,14.0,VENTURE,B,3500,11.49,0.03,N,0
60000,RENT,0.0,EDUCATION,C,7500,11.34,0.13,N,0
24000,RENT,2.0,PERSONAL,A,1500,6.91,0.06,N,0
140000,MORTGAGE,2.0,EDUCATION,B,12000,10.59,0.09,N,0
42000,RENT,1.0,PERSONAL,B,3000,10.25,0.07,N,0
95500,RENT,3.0,PERSONAL,C,20000,15.27,0.21,N,0
51000,RENT,5.0,MEDICAL,B,7500,11.49,0.15,N,1
175000,RENT,7.0,VENTURE,B,15000,10.37,0.03,N,0
75000,RENT,1.0,PERSONAL,B,10000,12.53,0.13,N,0
36000,RENT,2.0,EDUCATION,C,3000,13.72,0.08,Y,0
67000,RENT,6.0,EDUCATION,A,3000,8.9,0.04,N,0
120000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,16000,11.99,0.13,N,0
70000,RENT,8.0,MEDICAL,B,14000,9.88,0.2,N,0
