person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status,intent_default_risk
40700,MORTGAGE,6.0,D,20400,17.27,0.5,0,2
30000,RENT,2.0,C,5600,13.92,0.19,0,5
70000,RENT,0.0,B,16000,10.99,0.23,0,2
70600,RENT,1.0,F,9000,22.06,0.13,0,9
30000,OWN,0.0,A,3000,7.29,0.1,0,3
90000,MORTGAGE,5.0,A,7200,8.0,0.08,0,5
67000,RENT,1.0,C,10000,13.06,0.15,0,8
53000,RENT,1.0,D,1800,14.84,0.04,0,3
24000,RENT,6.0,B,2500,10.37,0.1,0,6
55000,RENT,9.0,B,8000,11.49,0.15,0,4
77000,MORTGAGE,2.0,B,16000,10.99,0.21,0,4
50000,MORTGAGE,5.0,A,1900,5.99,0.04,0,5
90000,RENT,6.0,C,7000,12.73,0.08,0,5
48000,MORTGAGE,13.0,C,5000,14.65,0.1,1,5
47000,RENT,6.0,A,2700,8.9,0.05,0,2
27000,RENT,9.0,B,7800,10.99,0.3,0,6
60000,MORTGAGE,4.0,A,4200,7.14,0.07,0,3
60000,RENT,5.0,B,20000,11.36,0.33,1,6
50000,MORTGAGE,7.0,A,5000,5.79,0.1,0,2
54000,RENT,8.0,B,14800,9.88,0.27,0,2
65000,MORTGAGE,5.0,B,10000,9.88,0.15,0,3
64000,MORTGAGE,14.0,A,21000,7.9,0.32,0,5
58000,MORTGAGE,0.0,A,6400,6.76,0.11,0,6
31000,RENT,1.0,A,10000,7.66,0.32,1,5
50000,RENT,2.0,A,4000,6.76,0.08,0,1
62200,RENT,0.0,E,14000,17.19,0.23,1,12
60000,MORTGAGE,3.0,A,8000,6.99,0.13,0,4
82500,MORTGAGE,8.0,B,18000,10.99,0.22,0,2
90000,RENT,3.0,A,12000,6.54,0.13,0,6
55000,RENT,2.0,A,18000,8.49,0.32,1,2
41000,RENT,0.0,B,7700,9.88,0.19,0,2
75000,MORTGAGE,5.0,C,8000,13.47,0.11,0,8
95000,MORTGAGE,5.0,A,5000,7.88,0.05,0,3
70000,RENT,7.0,B,8000,11.49,0.11,0,1
33600,RENT,7.0,C,5000,14.27,0.15,0,5
125000,MORTGAGE,6.0,B,25000,11.12,0.2,0,1
90000,MORTGAGE,8.0,B,12000,10.99,0.13,0,1
71000,OWN,4.0,B,4000,9.99,0.06,0,3
85000,MORTGAGE,2.0,B,7200,10.65,0.08,0,3
68004,MORTGAGE,5.0,A,4000,6.76,0.06,0,2
100000,MORTGAGE,11.0,A,35000,8.9,0.35,0,3
29000,RENT,2.0,D,6000,15.62,0.21,1,3
60000,RENT,4.0,D,8000,15.65,0.13,0,8
40000,RENT,0.0,B,1000,10.59,0.03,0,3
52800,RENT,7.0,B,4800,10.99,0.09,0,3
90000,RENT,5.0,B,7200,12.69,0.08,1,4
72000,RENT,6.0,C,10000,13.22,0.14,0,11
50500,RENT,5.0,A,10000,7.51,0.2,0,1
40000,MORTGAGE,16.0,B,18000,9.91,0.44,0,5
42000,RENT,8.0,B,8000,10.65,0.19,0,6
142000,RENT,3.0,D,24250,15.31,0.17,0,1
62000,MORTGAGE,6.0,C,7750,14.22,0.13,0,9
48000,RENT,3.0,C,10000,12.68,0.21,0,11
121000,MORTGAGE,10.0,D,35000,14.59,0.42,1,3
138000,MORTGAGE,0.0,A,8000,5.79,0.06,0,6
80000,RENT,0.0,B,18000,11.71,0.23,0,1
65000,MORTGAGE,8.0,A,10000,7.51,0.15,0,2
50000,MORTGAGE,4.0,B,15000,11.71,0.3,0,6
50000,RENT,2.0,B,15000,10.99,0.3,0,6
140000,MORTGAGE,11.0,B,6000,10.99,0.04,0,3
24000,RENT,0.0,A,3000,8.49,0.13,0,5
62500,MORTGAGE,2.0,B,4000,9.91,0.06,0,3
25000,RENT,2.0,B,5000,9.91,0.2,0,1
50004,RENT,5.0,B,15000,11.49,0.3,0,5
97000,MORTGAGE,7.0,D,25000,14.59,0.26,0,10
24000,MORTGAGE,4.0,B,7000,11.99,0.29,0,4
74970,RENT,5.0,A,12000,7.29,0.15,0,6
57720,MORTGAGE,8.0,C,17400,12.99,0.28,0,6
62000,RENT,3.0,B,13000,9.99,0.21,0,1
20000,RENT,1.0,A,2400,7.49,0.12,0,4
50000,RENT,4.0,B,10000,9.91,0.2,0,3
42000,RENT,2.0,A,4600,6.03,0.11,0,5
75000,RENT,6.0,A,6475,6.99,0.09,0,2
51996,RENT,5.0,C,7000,13.98,0.13,0,5
67641,RENT,3.0,C,10000,12.23,0.15,0,8
130000,RENT,5.0,B,10000,11.11,0.08,0,1
126000,RENT,0.0,C,8000,13.92,0.06,0,11
40000,RENT,4.0,C,15000,14.27,0.38,1,12
36000,MORTGAGE,8.0,B,7000,10.95,0.19,0,2
70000,MORTGAGE,6.0,B,6000,11.11,0.09,0,3
87000,MORTGAGE,4.0,A,8000,5.42,0.09,0,6
92000,MORTGAGE,5.0,A,17600,7.51,0.2,0,3
48000,RENT,4.0,C,1400,14.79,0.03,0,11
58000,RENT,2.0,B,12000,12.42,0.21,0,1
55000,MORTGAGE,5.0,A,12000,7.88,0.22,0,6
50000,RENT,8.0,A,6000,6.99,0.12,0,5
80000,RENT,6.0,C,10000,13.57,0.13,0,9
120000,OWN,7.0,B,5000,10.65,0.04,0,1
60000,RENT,3.0,A,15000,6.62,0.25,0,3
42000,MORTGAGE,5.0,B,3000,11.99,0.07,0,6
18000,RENT,1.0,C,4000,13.48,0.22,1,3
42000,RENT,7.0,A,7000,8.94,0.17,0,5
40000,RENT,2.0,B,5000,11.36,0.13,0,3
40792,RENT,4.0,A,2000,7.88,0.05,0,4
45432,RENT,4.0,B,4000,9.88,0.09,0,2
60000,RENT,0.0,C,12000,13.22,0.2,0,11
50000,MORTGAGE,5.0,A,11000,8.49,0.22,0,3
45000,MORTGAGE,6.0,A,6000,6.62,0.13,0,3
125000,MORTGAGE,2.0,B,24000,11.36,0.19,0,2
87000,MORTGAGE,5.0,A,15000,5.79,0.17,0,4
50000,RENT,4.0,A,7000,7.14,0.14,0,2
90000,RENT,0.0,B,6000,10.75,0.07,0,3
45000,RENT,1.0,C,10000,13.11,0.22,0,7
128000,RENT,3.0,D,25000,15.28,0.2,1,9
65219,MORTGAGE,3.0,D,21000,16.49,0.32,0,7
30000,RENT,5.0,B,13250,11.49,0.44,1,2
90000,RENT,2.0,C,3000,13.22,0.03,0,9
67000,MORTGAGE,16.0,A,3000,6.03,0.04,0,5
40000,RENT,1.0,C,4000,13.48,0.1,0,11
90000,MORTGAGE,5.0,A,10000,8.49,0.11,0,2
120000,MORTGAGE,2.0,A,12000,7.29,0.1,0,4
47000,RENT,1.0,A,6000,9.32,0.13,0,1
60000,RENT,8.0,A,7000,7.51,0.12,0,5
49600,RENT,7.0,A,12500,6.54,0.25,0,5
85000,RENT,2.0,C,10000,13.49,0.12,0,1
75000,RENT,4.0,A,7000,6.92,0.09,0,1
48000,MORTGAGE,4.0,A,3000,5.79,0.06,0,1
114996,MORTGAGE,16.0,B,24000,11.36,0.21,0,1
65000,MORTGAGE,6.0,A,3000,5.42,0.05,0,4
30000,RENT,4.0,B,6300,11.71,0.22,0,5
42000,RENT,6.0,B,7000,10.37,0.17,0,1
69996,OWN,14.0,A,3000,7.49,0.04,0,2
44000,RENT,2.0,A,6000,5.79,0.14,0,6
75000,RENT,5.0,A,12000,6.17,0.16,0,2
58000,RENT,4.0,A,10000,6.54,0.17,0,4
75000,RENT,6.0,A,12000,7.49,0.16,0,6
130000,MORTGAGE,8.0,A,18000,7.88,0.14,0,1
120000,MORTGAGE,16.0,D,25000,15.95,0.21,0,4
65000,MORTGAGE,6.0,A,17000,7.88,0.25,0,2
45000,MORTGAGE,1.0,B,11000,11.86,0.24,0,4
70000,RENT,3.0,A,4000,7.51,0.06,0,4
34000,MORTGAGE,3.0,C,12000,13.79,0.36,1,4
70000,MORTGAGE,4.0,A,7000,8.0,0.1,0,1
31000,RENT,5.0,D,4750,14.42,0.15,1,12
63000,RENT,0.0,B,5000,9.99,0.08,0,2
66000,RENT,1.0,E,15000,14.82,0.23,1,4
47133,RENT,5.0,B,4000,9.99,0.09,0,6
36000,RENT,2.0,A,8400,7.51,0.23,0,2
89018,MORTGAGE,17.0,B,5800,9.62,0.07,0,3
35000,RENT,5.0,A,5000,7.29,0.14,0,6
29000,RENT,12.0,D,11000,16.29,0.38,1,5
45000,RENT,2.0,A,4500,7.51,0.1,0,6
112000,RENT,8.0,B,5000,9.25,0.04,0,2
31000,RENT,5.0,B,3600,10.83,0.12,1,1
50000,MORTGAGE,8.0,A,12000,7.9,0.24,0,6
60000,RENT,2.0,B,7500,10.99,0.13,0,2
100000,MORTGAGE,8.0,B,3000,11.71,0.03,0,4
75000,RENT,4.0,A,10000,7.51,0.13,0,5
60000,RENT,7.0,C,15000,13.35,0.25,0,11
18000,RENT,0.0,D,3575,17.49,0.21,1,4
82500,RENT,4.0,A,3500,8.49,0.04,0,2
93450,RENT,0.0,B,15000,11.58,0.16,0,4
54000,RENT,1.0,C,10000,13.79,0.19,0,6
72000,MORTGAGE,7.0,C,15000,15.96,0.21,1,9
50000,RENT,0.0,A,2000,6.54,0.04,0,1
60000,RENT,9.0,C,8400,13.11,0.14,0,6
125000,MORTGAGE,9.0,A,6000,7.88,0.05,0,2
38400,MORTGAGE,1.0,B,3000,9.59,0.08,0,1
73000,MORTGAGE,7.0,C,16000,13.79,0.22,1,12
71400,MORTGAGE,7.0,B,24250,11.83,0.3,1,5
80000,MORTGAGE,5.0,B,4800,10.99,0.06,0,4
48996,RENT,6.0,A,12000,7.88,0.24,0,5
24996,RENT,0.0,A,5000,5.99,0.2,0,3
30000,RENT,16.0,A,3000,7.29,0.1,0,4
66000,MORTGAGE,14.0,D,11225,15.33,0.17,0,9
85000,MORTGAGE,0.0,A,8000,7.14,0.09,0,3
100000,MORTGAGE,3.0,A,20000,6.54,0.2,0,3
40000,MORTGAGE,1.0,A,5000,6.99,0.13,0,3
119000,MORTGAGE,2.0,C,30000,15.23,0.25,0,1
31200,RENT,5.0,A,2000,7.29,0.06,0,1
60000,RENT,5.0,B,20000,10.65,0.33,1,5
44000,RENT,1.0,B,11000,10.37,0.25,0,6
57000,MORTGAGE,0.0,D,15000,15.62,0.26,0,10
40000,RENT,7.0,B,3600,11.71,0.09,0,6
71000,RENT,10.0,A,4200,7.29,0.06,0,4
68000,MORTGAGE,10.0,A,3000,7.88,0.04,0,3
150000,RENT,0.0,A,12000,7.88,0.08,0,5
125000,MORTGAGE,3.0,A,14000,7.9,0.11,0,2
60000,MORTGAGE,4.0,A,6000,5.79,0.1,0,4
90000,MORTGAGE,4.0,C,5500,12.73,0.06,0,8
57996,RENT,2.0,C,8000,13.61,0.14,0,4
140000,RENT,9.0,A,8000,9.32,0.06,0,3
60350,RENT,1.0,A,10000,8.94,0.17,0,3
15600,RENT,2.0,A,2800,7.4,0.18,0,5
60000,MORTGAGE,24.0,A,10000,7.49,0.17,0,3
65000,MORTGAGE,21.0,B,10000,10.65,0.15,0,1
48000,RENT,1.0,C,3000,14.26,0.06,0,7
91800,MORTGAGE,5.0,C,25000,13.43,0.27,1,5
48000,RENT,6.0,D,10000,14.11,0.21,0,11
60000,RENT,0.0,A,20000,8.9,0.33,1,1
66300,RENT,6.0,D,20000,13.99,0.26,1,11
45000,MORTGAGE,8.0,B,1450,11.49,0.03,0,1
50000,RENT,8.0,B,10000,9.88,0.2,0,5
55000,MORTGAGE,6.0,D,10000,17.58,0.18,0,1
75000,MORTGAGE,6.0,A,15000,7.51,0.2,0,6
44000,RENT,4.0,C,2000,15.62,0.05,0,3
43000,MORTGAGE,4.0,D,8000,16.0,0.19,0,8
57000,RENT,3.0,A,7000,8.94,0.12,0,5
45000,MORTGAGE,7.0,C,2500,12.73,0.06,0,9
39000,RENT,4.0,D,7000,18.07,0.18,1,5
45000,MORTGAGE,10.0,B,10000,10.99,0.22,0,4
54000,OWN,2.0,B,2500,11.14,0.05,0,4
75000,MORTGAGE,4.0,B,15000,11.14,0.2,0,5
95000,MORTGAGE,5.0,B,10000,10.65,0.11,0,5
50000,MORTGAGE,0.0,B,2400,11.49,0.05,0,4
80000,MORTGAGE,3.0,A,5000,7.51,0.06,0,1
24000,RENT,4.0,A,5600,5.42,0.23,0,5
65000,MORTGAGE,0.0,A,10000,7.51,0.15,0,4
59520,MORTGAGE,9.0,B,6000,10.37,0.1,0,3
55000,MORTGAGE,9.0,B,15000,10.38,0.27,0,6
105000,MORTGAGE,3.0,A,26375,6.91,0.24,0,4
78000,MORTGAGE,3.0,B,7500,10.99,0.09,0,6
37676,OWN,4.0,A,7500,7.51,0.2,0,3
36000,OWN,6.0,A,5500,6.99,0.15,0,3
113000,RENT,4.0,B,5000,10.37,0.04,0,5
25000,RENT,14.0,B,8000,11.49,0.32,1,2
62000,RENT,0.0,B,4000,10.99,0.06,0,2
25000,RENT,0.0,C,6400,13.49,0.27,0,11
175000,RENT,7.0,B,9000,11.48,0.04,0,5
71400,MORTGAGE,1.0,D,14000,15.65,0.17,1,11
72000,MORTGAGE,9.0,A,6000,7.88,0.08,0,1
27996,RENT,0.0,A,12250,7.51,0.44,1,1
24000,RENT,2.0,B,2500,11.49,0.1,0,5
75000,OWN,7.0,A,18000,6.62,0.24,0,1
175000,MORTGAGE,0.0,B,35000,11.48,0.17,0,6
18000,RENT,6.0,B,5000,9.96,0.28,0,2
35000,RENT,1.0,B,8000,10.99,0.23,0,3
68848,RENT,5.0,A,8000,9.63,0.12,0,6
58977,RENT,0.0,C,17400,13.49,0.31,1,4
95000,RENT,1.0,B,17000,10.99,0.18,0,1
99000,RENT,5.0,A,12000,6.17,0.12,0,1
30000,RENT,2.0,B,6000,10.99,0.2,0,6
65004,MORTGAGE,5.0,A,15000,8.94,0.23,0,1
46000,RENT,1.0,D,12000,14.96,0.26,1,12
87600,MORTGAGE,15.0,B,4000,11.49,0.04,1,5
90000,MORTGAGE,6.0,A,6000,6.76,0.07,0,1
38000,RENT,0.0,B,5000,11.58,0.13,0,1
35004,RENT,0.0,A,7200,7.29,0.21,0,2
50000,MORTGAGE,3.0,A,3400,7.9,0.07,0,3
50000,RENT,7.0,B,15000,10.25,0.3,0,3
80000,RENT,0.0,C,6000,13.49,0.07,0,1
95000,RENT,6.0,A,7275,6.91,0.08,0,2
120000,MORTGAGE,10.0,B,10000,11.71,0.08,0,4
30000,RENT,5.0,B,4000,9.99,0.13,0,5
86000,RENT,6.0,C,16000,13.49,0.19,0,8
90000,MORTGAGE,6.0,A,2000,8.0,0.02,0,1
110000,MORTGAGE,12.0,A,10000,7.14,0.09,0,1
50000,RENT,4.0,B,10000,10.65,0.2,0,6
33000,RENT,1.0,D,6000,16.49,0.18,1,12
75000,MORTGAGE,3.0,A,5200,8.49,0.07,0,1
25000,OWN,5.0,A,10000,8.0,0.4,0,2
66000,RENT,2.0,C,5000,14.79,0.08,0,6
120000,MORTGAGE,11.0,A,8000,6.03,0.07,0,6
80000,RENT,0.0,C,14625,13.72,0.18,0,4
62000,MORTGAGE,3.0,A,4800,7.51,0.08,0,4
35000,RENT,2.0,A,4000,7.88,0.11,0,6
60000,RENT,0.0,C,9600,13.23,0.16,0,8
80000,MORTGAGE,3.0,B,16000,10.38,0.2,0,4
32000,RENT,4.0,A,5000,6.03,0.16,0,2
51996,MORTGAGE,6.0,B,15000,10.59,0.29,0,2
33195,RENT,5.0,A,2500,7.29,0.07,0,5
42000,RENT,3.0,E,3000,17.99,0.07,0,8
35000,RENT,0.0,A,12000,9.63,0.34,1,5
80000,RENT,0.0,A,8000,9.63,0.1,0,1
102000,RENT,2.0,B,7000,11.46,0.07,0,3
48000,RENT,1.0,C,8000,12.61,0.17,0,11
62400,MORTGAGE,5.0,A,8000,6.62,0.13,0,1
105000,RENT,15.0,B,20000,10.62,0.19,0,2
140000,MORTGAGE,12.0,B,24100,11.83,0.17,0,5
80000,MORTGAGE,10.0,B,5500,11.99,0.07,0,4
30000,RENT,0.0,A,2000,7.9,0.07,0,2
83000,MORTGAGE,7.0,A,2700,6.03,0.03,0,2
99000,RENT,15.0,B,12000,11.14,0.12,0,4
55000,RENT,3.0,C,8400,13.99,0.15,0,2
175000,RENT,1.0,B,15000,12.69,0.09,0,1
100000,MORTGAGE,11.0,B,17600,11.83,0.18,0,2
25000,RENT,8.0,C,8500,13.11,0.34,0,6
30000,RENT,1.0,C,9000,15.96,0.3,0,6
49635,MORTGAGE,3.0,A,12000,7.29,0.24,0,3
45000,RENT,8.0,B,11000,10.62,0.24,0,3
50000,OWN,12.0,C,4000,13.61,0.08,0,9
44000,MORTGAGE,5.0,C,6000,13.98,0.14,1,3
46000,RENT,3.0,A,5300,8.9,0.11,0,6
80000,RENT,0.0,A,4000,6.17,0.05,0,2
30000,RENT,3.0,A,1200,7.51,0.04,0,6
140000,MORTGAGE,9.0,A,4000,7.88,0.03,0,2
60000,MORTGAGE,19.0,B,21000,12.42,0.35,0,3
28800,OWN,0.0,C,6000,15.96,0.21,0,7
30000,RENT,0.0,A,5500,5.79,0.18,0,2
63000,MORTGAGE,3.0,A,8000,7.88,0.13,0,6
30000,RENT,2.0,B,2000,10.95,0.07,0,6
60000,RENT,2.0,A,10000,6.03,0.17,0,2
25000,RENT,0.0,B,5000,11.49,0.2,0,2
55000,MORTGAGE,3.0,B,12000,12.69,0.22,0,4
49000,RENT,4.0,A,2400,5.79,0.05,0,5
30000,RENT,0.0,A,3000,7.4,0.1,0,2
50000,RENT,1.0,A,3000,7.49,0.06,0,2
54000,RENT,6.0,B,10000,10.62,0.19,0,1
60000,MORTGAGE,6.0,B,12000,10.37,0.2,0,1
52000,MORTGAGE,6.0,A,12700,7.29,0.23,0,5
44000,RENT,3.0,C,19000,12.99,0.4,1,12
90000,RENT,0.0,C,11000,13.49,0.12,0,6
50000,MORTGAGE,7.0,A,3000,6.99,0.06,0,5
72000,MORTGAGE,12.0,A,5000,7.14,0.07,0,6
90000,RENT,5.0,B,4000,10.37,0.04,0,3
65416,MORTGAGE,8.0,B,13800,9.99,0.22,0,3
47110,MORTGAGE,5.0,B,8000,10.0,0.17,0,2
42000,RENT,3.0,A,2000,7.66,0.05,0,2
60000,MORTGAGE,8.0,B,1800,11.46,0.03,0,3
52000,OWN,2.0,A,8000,7.51,0.15,0,1
40000,MORTGAGE,12.0,D,12800,16.77,0.32,0,2
90000,RENT,0.0,B,15000,12.69,0.17,0,5
90000,MORTGAGE,9.0,B,18000,12.42,0.2,0,1
33800,RENT,2.0,D,10000,15.95,0.3,1,6
49000,RENT,2.0,A,7500,6.62,0.16,0,2
29004,MORTGAGE,3.0,A,10000,7.51,0.34,1,5
98400,MORTGAGE,8.0,B,8000,10.99,0.08,0,5
120000,MORTGAGE,7.0,B,6000,11.49,0.05,0,2
70000,MORTGAGE,13.0,A,4000,6.54,0.06,0,2
45000,RENT,1.0,A,10000,8.94,0.22,0,4
64000,RENT,6.0,C,6000,12.99,0.09,0,6
72000,MORTGAGE,7.0,A,25000,7.51,0.35,0,3
32000,RENT,1.0,C,11700,13.06,0.36,1,11
55000,RENT,6.0,B,6000,11.49,0.11,0,2
40000,RENT,4.0,A,1000,5.99,0.03,0,1
56004,MORTGAGE,6.0,A,6000,7.88,0.11,0,5
96000,MORTGAGE,4.0,A,3000,5.79,0.03,0,4
55000,RENT,1.0,D,9600,12.17,0.17,0,6
26004,RENT,2.0,B,5000,11.86,0.19,0,6
120000,MORTGAGE,12.0,A,12000,5.79,0.1,0,1
70254,MORTGAGE,12.0,A,3500,7.88,0.05,0,6
48000,MORTGAGE,1.0,B,8000,10.25,0.17,0,3
51996,RENT,3.0,A,4500,7.88,0.09,0,5
90000,RENT,4.0,B,4500,12.42,0.05,0,4
115000,OWN,11.0,B,6000,11.11,0.05,0,2
50000,RENT,7.0,C,12000,13.49,0.24,0,3
120000,MORTGAGE,3.0,A,10000,6.92,0.08,0,3
35000,RENT,5.0,B,6000,9.62,0.17,0,2
39000,RENT,6.0,B,1000,9.88,0.03,0,1
70000,MORTGAGE,2.0,C,15000,13.61,0.21,0,2
50000,MORTGAGE,6.0,A,10000,8.94,0.2,0,1
48000,MORTGAGE,2.0,A,7750,7.49,0.16,0,5
20000,RENT,0.0,B,4400,11.89,0.22,0,5
36000,RENT,3.0,C,10000,13.48,0.28,0,3
93000,MORTGAGE,5.0,C,2000,14.27,0.02,0,12
47000,MORTGAGE,1.0,A,12000,6.92,0.26,0,2
106800,RENT,8.0,C,10000,12.53,0.09,0,9
60000,MORTGAGE,3.0,A,12000,7.9,0.2,0,3
34000,RENT,1.0,C,5500,13.49,0.16,0,2
75000,MORTGAGE,7.0,A,8000,5.79,0.11,0,4
37500,RENT,6.0,B,12000,10.74,0.32,1,6
75000,RENT,1.0,B,5000,12.69,0.07,0,4
29000,RENT,4.0,B,2000,11.99,0.07,0,5
67000,OWN,0.0,A,4200,8.0,0.06,0,2
56045,RENT,1.0,D,24250,14.96,0.37,1,5
40000,RENT,8.0,C,7500,14.27,0.18,0,10
54000,RENT,7.0,C,2500,14.35,0.05,0,1
30000,MORTGAGE,0.0,A,1500,7.51,0.05,0,4
45000,MORTGAGE,9.0,A,10000,7.9,0.22,0,2
60000,MORTGAGE,9.0,D,7000,15.99,0.12,0,9
50000,RENT,0.0,B,10000,10.74,0.2,0,4
48000,RENT,0.0,E,15000,17.04,0.31,1,1
87550,RENT,1.0,D,7000,15.37,0.08,1,1
45000,RENT,5.0,C,1375,13.49,0.03,0,7
65000,MORTGAGE,13.0,A,12000,6.03,0.18,0,4
40000,RENT,3.0,A,5000,5.79,0.13,0,3
120000,MORTGAGE,5.0,A,6000,7.14,0.05,0,3
72096,RENT,3.0,A,4200,7.29,0.06,0,4
35000,RENT,0.0,B,1000,10.25,0.03,0,6
65004,RENT,7.0,B,5000,11.49,0.08,0,1
36000,RENT,0.0,C,8000,13.49,0.22,0,8
39000,RENT,3.0,C,10000,13.61,0.26,1,12
20000,RENT,0.0,E,5000,16.32,0.25,1,9
35004,RENT,5.0,D,6000,14.59,0.17,0,9
40000,RENT,4.0,C,6000,13.48,0.15,0,9
48000,RENT,4.0,B,5000,10.99,0.1,0,1
24000,OWN,5.0,A,7000,8.49,0.29,0,3
134748,MORTGAGE,14.0,B,18000,10.74,0.13,0,1
75000,OWN,4.0,B,12000,12.18,0.16,0,2
78000,RENT,0.0,A,4800,6.62,0.06,0,6
150000,MORTGAGE,5.0,A,10000,8.49,0.07,0,1
34000,RENT,4.0,B,3000,9.25,0.09,1,5
38400,MORTGAGE,14.0,A,4200,7.49,0.11,0,1
46800,RENT,7.0,A,6500,5.42,0.14,0,6
42000,RENT,1.0,B,9000,10.59,0.21,0,6
68400,OWN,0.0,D,10000,15.95,0.15,0,2
62000,MORTGAGE,9.0,A,15150,6.99,0.24,0,1
42000,RENT,2.0,C,4800,13.49,0.11,0,2
54000,MORTGAGE,6.0,B,11000,12.42,0.2,0,6
30000,RENT,3.0,A,10000,8.49,0.33,0,1
62400,RENT,7.0,B,20000,10.59,0.32,0,6
88000,RENT,8.0,B,15000,9.88,0.17,0,6
175000,MORTGAGE,7.0,B,28000,10.65,0.11,0,6
32000,RENT,3.0,B,6000,11.49,0.19,0,2
54000,MORTGAGE,12.0,B,15000,11.99,0.28,1,2
64000,MORTGAGE,5.0,C,15000,14.35,0.23,0,7
62000,RENT,6.0,C,6000,13.23,0.1,0,7
60000,MORTGAGE,8.0,B,9000,10.65,0.15,0,3
70000,RENT,8.0,B,11000,11.71,0.16,0,2
33000,MORTGAGE,5.0,C,2500,13.49,0.07,1,12
75000,MORTGAGE,5.0,A,10000,7.29,0.13,0,2
55000,MORTGAGE,6.0,C,6000,12.99,0.11,1,3
80040,RENT,3.0,C,10000,13.99,0.12,1,8
60000,OWN,1.0,D,5000,14.96,0.08,0,10
100000,RENT,0.0,A,20000,7.88,0.2,0,5
62000,MORTGAGE,9.0,B,8000,9.25,0.13,0,4
60000,RENT,2.0,C,10000,14.22,0.17,0,7
48996,MORTGAGE,4.0,A,10000,7.14,0.21,0,2
40000,MORTGAGE,2.0,A,6000,7.51,0.15,0,6
80000,MORTGAGE,0.0,B,15000,9.88,0.19,0,1
135000,MORTGAGE,14.0,B,25000,10.99,0.19,0,5
65000,MORTGAGE,3.0,A,4000,7.49,0.06,0,1
50000,RENT,0.0,D,3000,15.99,0.06,1,12
43200,RENT,1.0,C,5000,12.29,0.12,0,6
33000,RENT,7.0,A,5000,7.9,0.15,0,2
123144,RENT,5.0,B,12000,10.75,0.1,0,3
45000,RENT,4.0,A,12000,7.9,0.26,0,5
65000,MORTGAGE,6.0,A,12800,6.92,0.2,0,2
30000,RENT,2.0,A,7200,7.51,0.23,0,5
45000,MORTGAGE,2.0,D,19600,12.8,0.44,1,10
72000,MORTGAGE,0.0,B,7500,10.39,0.1,0,5
34000,MORTGAGE,1.0,B,6000,10.59,0.18,0,6
42000,RENT,4.0,C,5000,13.22,0.12,0,2
45000,RENT,4.0,B,3500,11.49,0.08,0,1
85000,RENT,3.0,B,10000,11.99,0.12,0,2
40000,MORTGAGE,6.0,B,3600,10.99,0.09,0,6
75000,RENT,0.0,A,16000,6.54,0.21,0,4
72000,MORTGAGE,5.0,B,20000,10.99,0.28,0,2
45000,RENT,11.0,B,15000,10.65,0.33,1,2
60000,MORTGAGE,2.0,A,5000,7.9,0.08,0,1
36000,RENT,8.0,B,2200,12.42,0.06,0,6
45000,MORTGAGE,11.0,B,9600,10.59,0.21,0,2
29004,RENT,2.0,B,4000,11.83,0.14,0,5
20000,RENT,0.0,B,7500,11.71,0.38,1,2
65993,RENT,4.0,D,9000,14.96,0.14,0,4
40000,MORTGAGE,3.0,C,18000,11.78,0.45,1,5
90000,RENT,1.0,C,15000,13.49,0.17,0,2
58000,OWN,5.0,A,3000,9.63,0.05,0,2
50000,RENT,9.0,B,6000,10.96,0.12,0,5
70000,RENT,4.0,C,5000,13.8,0.07,0,10
80000,RENT,5.0,A,25000,7.9,0.31,1,2
71000,MORTGAGE,1.0,A,10000,8.94,0.14,0,5
80000,RENT,3.0,D,15000,14.46,0.19,0,2
45000,RENT,2.0,B,10000,10.38,0.22,0,5
45000,RENT,1.0,C,8000,13.85,0.18,0,6
50600,RENT,0.0,C,12000,13.16,0.24,0,5
60000,RENT,3.0,A,5000,5.79,0.08,0,1
77000,RENT,6.0,A,12000,7.29,0.16,0,5
25920,RENT,2.0,E,10000,17.93,0.39,1,3
50000,RENT,3.0,C,4000,12.61,0.08,0,8
100000,MORTGAGE,7.0,C,15000,12.73,0.15,0,3
70000,RENT,1.0,B,14400,11.11,0.21,0,1
30000,RENT,6.0,C,6600,13.49,0.22,0,6
25000,RENT,0.0,A,3600,7.49,0.14,0,2
46800,RENT,1.0,A,2800,7.49,0.06,0,6
37600,MORTGAGE,10.0,A,15000,6.99,0.4,0,5
52809,RENT,4.0,B,13000,10.99,0.25,0,1
54000,RENT,1.0,D,8000,15.58,0.15,1,6
29000,RENT,0.0,D,10000,14.61,0.34,1,5
55000,RENT,3.0,B,4500,10.74,0.08,0,5
52000,MORTGAGE,0.0,A,3000,7.05,0.06,0,3
50000,RENT,1.0,C,10000,12.09,0.2,0,10
64000,RENT,0.0,B,2300,10.99,0.04,1,2
75000,MORTGAGE,9.0,C,11000,13.49,0.15,0,2
26592,OWN,6.0,B,3000,11.12,0.12,0,1
100000,RENT,5.0,C,20000,13.23,0.2,0,10
45000,RENT,3.0,B,5400,12.42,0.12,0,2
44000,RENT,5.0,A,10000,6.62,0.23,0,1
40000,RENT,0.0,A,5000,5.79,0.13,0,2
75000,MORTGAGE,5.0,A,12000,5.99,0.16,0,1
105000,MORTGAGE,4.0,B,19000,11.99,0.18,0,4
